Image Path,Feature File01,Feature File02,Feature File1,Feature File2,Feature File3,artist,artist_label
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/148.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/148.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/148.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/148.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/148.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/148.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/166.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/166.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/166.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/166.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/166.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/166.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/138.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/138.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/138.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/138.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/138.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/138.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/40.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/40.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/40.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/40.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/40.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/40.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/21.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/21.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/21.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/21.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/21.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/21.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/42.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/42.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/42.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/42.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/42.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/42.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/17.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/17.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/17.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/17.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/17.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/17.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/147.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/147.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/147.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/147.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/147.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/147.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/13.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/13.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/13.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/13.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/13.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/13.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/172.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/172.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/172.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/172.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/172.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/172.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/43.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/43.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/43.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/43.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/43.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/43.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/32.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/32.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/32.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/32.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/32.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/32.pt,Warhol,0
/scratch/bbmr/syang7/art/Best_artwork/artists/Warhol/56.jpg,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet/Warhol/56.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_resnet2/Warhol/56.pt,/scratch/bbmr/syang7/art/Best_artwork/comments/Warhol/56.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_qwen/Warhol/56.pt,/scratch/bbmr/syang7/art/Best_artwork/comments_share/Warhol/56.pt,Warhol,0
